江南大学,江苏省,"['211工程,自主招生,卓越计划']"
山东工艺美术学院,山东省,['']
南京艺术学院,江苏省,['']
汕头大学,广东省,['卓越计划']
北京服装学院,北京市,['卓越计划']
湖北工业大学,湖北省,['卓越计划']
沈阳大学,辽宁省,['卓越计划']
武汉科技大学,湖北省,['卓越计划，含国防生']
吉林建筑大学城建学院,吉林省,['']
中山大学南方学院,广东省,['']
河北科技学院,河北省,['']
景德镇陶瓷大学,江西省,['']
沈阳大学,辽宁省,['卓越计划']
武汉科技大学,湖北省,['卓越计划，含国防生']
吉林建筑大学城建学院,吉林省,['']
上海视觉艺术学院,上海市,['']
重庆第二师范学院,重庆市,['']
河北美术学院,河北省,['']
闽南师范大学,福建省,['']
沈阳师范大学,辽宁省,['']
华北水利水电大学,河南省,['']
长春工程学院,吉林省,['卓越计划']
哈尔滨理工大学,黑龙江省,['卓越计划，含国防生']
广西艺术学院,广西壮族自治区,['']
江苏大学,江苏省,['卓越计划']
河北科技大学,河北省,['卓越计划，含国防生']
兰州财经大学,甘肃省,['']
杭州师范大学,浙江省,['']
内蒙古师范大学,内蒙古自治区,['']
吉林艺术学院,吉林省,['']
长春建筑学院,吉林省,['']
天津科技大学,天津市,['卓越计划，含国防生']
四川音乐学院,四川省,['']
常州工学院,江苏省,['卓越计划']
河北科技学院,河北省,['']
景德镇陶瓷大学,江西省,['']
沈阳大学,辽宁省,['卓越计划']
武汉科技大学,湖北省,['卓越计划，含国防生']
吉林建筑大学城建学院,吉林省,['']
中山大学南方学院,广东省,['']
