中国人民解放军信息工程大学,
郑州大学,"211工程,自主招生,含国防生,卓越计划"
河南大学,含国防生
河南农业大学,
河南理工大学,卓越计划，含国防生
河南师范大学,
河南工业大学,卓越计划
河南科技大学,卓越计划，含国防生
河南中医药大学,
华北水利水电大学,
郑州轻工业学院,卓越计划
河南财经政法大学,
新乡医学院,
中原工学院,
信阳师范学院,
商丘师范学院,
洛阳师范学院,
河南科技学院,
郑州航空工业管理学院,
河南商业高等专科学校,
河南牧业经济学院,
安阳师范学院,
南阳师范学院,
南阳理工学院,卓越计划
洛阳理工学院,
安阳工学院,
许昌学院,
河南城建学院,
河南工程学院,
黄淮学院,
信阳农林学院,
平顶山学院,
新乡学院,
郑州师范学院,
周口师范学院,
中国人民解放军外国语学院,
河南警察学院,
黄河科技学院,
铁道警察学院,
郑州科技学院,
郑州工业应用技术学院,
郑州财经学院,
黄河交通学院,
商丘工学院,
河南大学民生学院,
河南师范大学新联学院,
信阳学院,
安阳学院,
新乡医学院三全学院,
河南科技学院新科学院,
郑州工商学院,
中原工学院信息商务学院,
商丘学院,
郑州成功财经学院,
郑州升达经贸管理学院,
河南工学院,
河南财政金融学院,
